Album,Artist,Price,Image URL
Led Zeppelin IV LP Remastered,Led Zeppelin,$31.99,//www.newburycomics.com/cdn/shop/products/Led-Zeppelin-Led-Zeppelin-IV-LP-Remastered-Vinyl-2047622_large.jpeg?v=1437498899
A Higher Place Exclusive LP,Born Of Osiris,$14.99,//www.newburycomics.com/cdn/shop/products/Born-of-Osiris-A-Higher-Place-Exclusive-Color-Vinyl-LP-2615531_large.jpg?v=1676331131
virtua.zip Exclusive LP With Autographed Trading Card,ESPRIT 空想,$39.99,//www.newburycomics.com/cdn/shop/products/Espirit-Virtua-zip-Exclusive-Color-Vinyl-LP-2505213_large.jpg?v=1626195924
Reads Kaddish: A 20th Century American Ecstatic Narrative Poem Exclusive LP,Allen Ginsberg,$24.99,//www.newburycomics.com/cdn/shop/products/Allen-Ginsberg-Reads-Kaddish-20th-Century-American-Ecstatic-Narrative-Poem-Exclusive-Color-Vinyl-LP-2243463_dbcf2c59-81f2-4b23-801d-ed69c6db2e89_large.jpg?v=1491855040
Emotional Contracts Exclusive LP With Autographed Postcard,Deer Tick,$19.99,//www.newburycomics.com/cdn/shop/files/Deer-Tick-Emotional-Contract-Exclusive-Color-Vinyl-LP-2637943_large.jpg?v=1682434838
9 Exclusive LP,Saves The Day,$21.99,//www.newburycomics.com/cdn/shop/products/Saves-the-Day-9-Exclusive-Color-Vinyl-LP-2358114_large.jpg?v=1538493261
Eternal Enemies Exclusive LP,Emmure,$64.99,//www.newburycomics.com/cdn/shop/products/Emmure-Eternal-Enemies-Exclusive-Color-Vinyl-LP-2413579_large.jpg?v=1583962487
New Moon Exclusive 2LP (Frosted),Elliott Smith,$24.99,//www.newburycomics.com/cdn/shop/files/Elliott-Smith-New-Moon-Exclusive-Color-Vinyl-LP-2620894_large.jpg?v=1695146489
Waking The Fallen Exclusive 2LP (Swirl),Avenged Sevenfold,$34.99,//www.newburycomics.com/cdn/shop/files/Avenged-Sevenfold-Waking-the-Fallen-Exclusive-Color-Vinyl-2LP-2660219_large.jpg?v=1692916822
Emotion Exclusive LP,S U R F I N G,$11.99,//www.newburycomics.com/cdn/shop/products/Surfing-Emotion-Exclusive-Color-Vinyl-LP-2526458_large.jpg?v=1653489545
In Between Dreams  LP,Jack Johnson,$39.99,//www.newburycomics.com/cdn/shop/products/Jack-Johnson-In-Between-Dreams-LP-Vinyl-0950685_large.jpeg?v=1437499419
Malibu Exclusive 2 LP,Anderson Paak,$159.99,//www.newburycomics.com/cdn/shop/products/Anderson-Paak-Malibu-2LP-Vinyl-Exclusive-2238095_large.jpg?v=1486419837
Vulgar Display Of Power LP (Color),Pantera,$31.99,//www.newburycomics.com/cdn/shop/products/Pantera-Vulgar-Display-Of-Power-Vinyl-Color-LP-2514606_large.jpg?v=1618944196
All Things Being Equal Exclusive LP,Sonic Boom,$11.99,//www.newburycomics.com/cdn/shop/products/Sonic-Boom-All-Things-Being-Equal-Exclusive-Color-Vinyl-LP-2578643_large.jpg?v=1660001126
Faces 3LP,Mac Miller,$69.99,//www.newburycomics.com/cdn/shop/products/Mac-Miller-Faces-Vinyl-3LP-2545518_large.jpg?v=1634231847
Slow Decay Exclusive LP,The Acacia Strain,$19.99,//www.newburycomics.com/cdn/shop/files/The-Acacia-Strain-Slow-Decay-Exclusive-Color-Vinyl-LP-2629935_large.jpg?v=1694117137
don't smile at me EP (Color),Billie Eilish,$34.99,//www.newburycomics.com/cdn/shop/products/Billie-Eilish-dont-smile-at-me-Vinyl-Color-EP-2289915_large.jpg?v=1544117285
Illuminations Exclusive LP (Emerald),FM Skyline,$29.99,//www.newburycomics.com/cdn/shop/products/FM-Skyline-Illuminations-Exclusive-Color-Vinyl-LP-2514679_large.jpg?v=1626195979
Team Sleep (RSD Exclusive),Team Sleep,$53.99,//www.newburycomics.com/cdn/shop/files/TeamSleep-TeamSleep_ColoredVinyl_Gol_RecordStoreDay_-2696271_large.jpg?v=1713205253
Pain Into Power Exclusive LP,Terror,$19.99,//www.newburycomics.com/cdn/shop/products/Terror-Pain-Into-Power-Exclusive-Color-Vinyl-LP-2571763_large.jpg?v=1647039811
Alvvays Exclusive LP (Spinner),Alvvays,$29.99,//www.newburycomics.com/cdn/shop/files/Alvvays-Alvvays-Exclusive-Color-Vinyl-LP-2659657_large.jpg?v=1700070783
Light In The Wire Exclusive LP,Worshipper,$14.99,//www.newburycomics.com/cdn/shop/products/Worshipper-Light-in-the-Wire-Exclusive-Color-Vinyl-LP-2385107_large.jpg?v=1552940165
Constant Shallowness Leads To Evil Exclusive 2LP,Coil,$14.99,//www.newburycomics.com/cdn/shop/products/Coil-Constant-Shallowness-Leads-To-Evil-Exclusive-Color-Vinyl-2LP-2589279_large.jpg?v=1657029717
The Miseducation Of Lauryn Hill 2LP,Lauryn Hill,$39.99,//www.newburycomics.com/cdn/shop/products/Lauryn-Hill-The-Miseducation-Of-Lauryn-Hill-Vinyl-2LP-2056425_large.jpg?v=1577483779
Gorillaz 2 LP,Gorillaz,$42.99,//www.newburycomics.com/cdn/shop/products/Gorillaz-Gorillaz-Vinyl-2LP-1070659_large.jpg?v=1495215433
Red: Taylor's Version 4LP,Taylor Swift,$59.99,//www.newburycomics.com/cdn/shop/products/Taylor-Swift-Red-Taylors-Version-Vinyl-4LP-2550129_large.jpg?v=1636656770
Master Of Puppets LP (Remastered),Metallica,$31.99,//www.newburycomics.com/cdn/shop/products/Metallica-Master-Of-Puppets-Remastered-Vinyl-LP-2290293_large.jpg?v=1510248802
Jane Live Exclusive LP (Flight),Converge,$14.99,//www.newburycomics.com/cdn/shop/files/Converge-Jane-Live-Exclusive-Color-Vinyl-2LP-2639027_large.jpg?v=1682973639
Vaudeville Villain 2LP,Viktor Vaughn,$31.99,//www.newburycomics.com/cdn/shop/products/2568016_large.jpg?v=1655393865
The Unnatural World Exclusive LP,Have A Nice Life,$29.99,//www.newburycomics.com/cdn/shop/products/Have-A-Nice-Life-The-Unnatural-World-Exclusive-Color-Vinyl-LP-2573180_large.jpg?v=1650910596
Playboi Carti LP,Playboi Carti,$34.99,//www.newburycomics.com/cdn/shop/products/Playboi-Carti-Playboi-Carti-Vinyl-LP-2291450_large.jpg?v=1562357634
Spirit Phone Exclusive 2LP (Split),Lemon Demon,$74.99,//www.newburycomics.com/cdn/shop/products/Lemon-Demon-Spirit-Phone-Exclusive-Color-Vinyl-2LP-2552870_large.jpg?v=1667423387
Glow On LP,Turnstile,$29.99,//www.newburycomics.com/cdn/shop/products/Turnstile-Glow_On_LP-2532591_large.jpg?v=1630348160
Worm Food Exclusive LP,Cavetown,$11.99,//www.newburycomics.com/cdn/shop/products/Cavetown-Wormfood-Exclusive-Color-Vinyl-LP-2624131_large.jpg?v=1680804940
Worship Music Exclusive 2LP,Anthrax,$19.99,//www.newburycomics.com/cdn/shop/files/Anthrax-Worship-Music-Exclusive-Color-Vinyl-2LP-2652083_large.jpg?v=1695152553
Juliana Hatfield Sings The Police Exclusive LP,Juliana Hatfield,$39.99,//www.newburycomics.com/cdn/shop/products/Juliana-Hatfield-Sings-the-Police-Exclusive-Color-Vinyl-LP-2408227_large.jpg?v=1564601954
Legend  LP,Bob Marley,$39.99,//www.newburycomics.com/cdn/shop/products/Bob-Marley-Legend-LP-Vinyl-1267933_large.jpeg?v=1437497759
Wishful Thinking Exclusive LP (Autographed),Neck Deep,$37.99,//www.newburycomics.com/cdn/shop/files/Neck-Deep-Wishful-Thinking-Exclusive-Color-Vinyl-2611365_46cbf13e-ca16-4f1f-ab67-65261ea8be61_large.jpg?v=1709594642
Ride The Lightning LP,Metallica,$42.99,//www.newburycomics.com/cdn/shop/products/Metallica-Ride-The-Lightning-LP-Vinyl-2180097_large.jpeg?v=1460748095
If You're Reading This It's Too Late 2 LP,Drake,$49.99,//www.newburycomics.com/cdn/shop/products/Drake-If-Youre-Reading-This-Its-Too-Late-Vinyl-2-LP-2224329_large.jpg?v=1477672531
A Different Shade Of Blue Exclusive LP (Moonphase),Knocked Loose,$25.99,//www.newburycomics.com/cdn/shop/files/Knocked-Loose-A-Different-Shade-of-Blue-Exclusive-Color-Vinyl-LP-2519428_large.jpg?v=1694546560
Kind Of Blue LP,Miles Davis,$33.99,//www.newburycomics.com/cdn/shop/products/Miles-Davis-Kind-Of-Blue-LP-Vinyl-1477272_large.jpg?v=1438804230
Youth Exclusive LP (Blob),Citizen,$24.99,//www.newburycomics.com/cdn/shop/files/Citizen-Youth-Exclusive-Color-Vinyl-LP-2580976_large.jpg?v=1694811391
Phanerozoic I: Palaeozoic Exclusive LP,The Ocean,$39.99,//www.newburycomics.com/cdn/shop/products/The-Ocean-Phanerozoic-I-Exclusive-Color-Vinyl-LP-2479867_large.jpg?v=1624482655
This Is Water LP (Color),David Foster Wallace,$9.99,//www.newburycomics.com/cdn/shop/products/David-Foster-Wallace-This-Is-Water-Vinyl-Color-LP-2331225_large.jpg?v=1577383412
"From The Screen To Your Stereo Vol 3 10"" With Autographed Vinyl Jacket",New Found Glory,$36.99,//www.newburycomics.com/cdn/shop/products/New-Found-Glory-From-The-Screen-To-Your-Stereo-3-Vinyl-10-inch-with-Autographed-Sleeve-2388437_large.jpg?v=1556205338
Four-Day Trials Exclusive LP,Dispatch,$9.99,//www.newburycomics.com/cdn/shop/files/Dispatch-Four-Day-Trials-Exclusive-Color-Vinyl-LP-2637344_large.jpg?v=1683663703
Tomorrow We Die Alive Exclusive LP,Born Of Osiris,$24.99,//www.newburycomics.com/cdn/shop/products/Born-of-Osiris-Tomorrow-We-Die-Alive-Exclusive-Color-Vinyl-LP-2615535_large.jpg?v=1673457401
Glue Exclusive LP,Boston Manor,$19.99,//www.newburycomics.com/cdn/shop/products/Boston-Manor-Glue-Exclusive-Color-Vinyl-LP-2549082_large.jpg?v=1647288246
Room On Fire LP,The Strokes,$29.99,//www.newburycomics.com/cdn/shop/products/Strokes-Room-On-Fire-LP-Vinyl-0796766_6647e55e-524e-4e31-b49c-883d3af4e877_large.jpeg?v=1437497465
Buddha Exclusive LP,Blink 182,$54.99,//www.newburycomics.com/cdn/shop/products/Blink-182-Buddha-LP-Vinyl-2040177_large.jpeg?v=1437496933
View-Monster Exclusive 2LP,Lemon Demon,$59.99,//www.newburycomics.com/cdn/shop/products/Lemon-Demon-View-Monster-Exclusive-Color-Vinyl-2LP-2503232_large.jpg?v=1639431710
New Low Exclusive LP With Autographed Postcard,We Were Sharks,$34.99,//www.newburycomics.com/cdn/shop/products/We-Were-Sharks-New-Low-Exclusive-Color-Vinyl-LP-2522025_large.jpg?v=1621979988
Eminem Show 2 LP,Eminem,$46.99,//www.newburycomics.com/cdn/shop/products/Eminem-Eminem-Show-2LP-Vinyl-0604236_large.jpeg?v=1437497398
Astroworld 2LP,Travis Scott,$39.99,//www.newburycomics.com/cdn/shop/products/Travis-Scott-Astroworld-Vinyl-2LP-2349931_large.jpg?v=1543870813
Camp LP,Childish Gambino,$49.99,//www.newburycomics.com/cdn/shop/products/Childish-Gambino-Camp-Vinyl-LP-1621260_large.jpeg?v=1441748176
Elastic Days LP With Autographed Vinyl Jacket,J Mascis,$33.99,//www.newburycomics.com/cdn/shop/products/J-Mascis-Elastic-Days-Autographed-LP-2356841_large.jpg?v=1541185240
Legacy Exclusive LP (Split),Madball,$19.99,//www.newburycomics.com/cdn/shop/products/Madball-Legacy-Exclusive-Color-Vinyl-LP-2535858_large.jpg?v=1639000041
Bad Baby Exclusive EP With Autographed Trading Card,Negative Gemini,$27.99,//www.newburycomics.com/cdn/shop/products/Negative-Gemini-Bad-Baby-Exclusive-Color-Vinyl-2464949_large.jpg?v=1608753684
Shadow Hymns Exclusive LP,Worshipper,$11.99,//www.newburycomics.com/cdn/shop/products/Worshipper-Shadow-Hymns-Exclusive-Color-Vinyl-LP-2193297_large.jpg?v=1469640415
Soundtrack - Twin Peaks LP (Color),Angelo Badalamenti,$31.99,//www.newburycomics.com/cdn/shop/products/Angelo_Badalamenti-Soundtrack-Twin_Peaks_LP_Color-2432007_large.jpg?v=1579888071
Discovering The Waterfront Exclusive LP,Silverstein,$89.99,//www.newburycomics.com/cdn/shop/products/Silverstein-Discovering-the-Waterfront-Exclusive-Vinyl-LP-2309036_large.jpg?v=1527712684
you're gonna miss it all Exclusive LP (Purple),Modern Baseball,$19.99,//www.newburycomics.com/cdn/shop/files/Modern-Baseball-You_re-Gonna-Miss-It-All-Exclusive-Color-Vinyl-LP-2610577_large.jpg?v=1698935827
Oracular Spectacular LP,MGMT,$33.99,//www.newburycomics.com/cdn/shop/products/MGMT-Oracular-Spectacular-LP-Vinyl-1974389_large.jpeg?v=1437498641
Prince Daddy & The Hyena Exclusive LP,Prince Daddy & The Hyena,$16.99,//www.newburycomics.com/cdn/shop/products/Prince-Daddy-and-The-Hyena-Prince-Daddy-and-The-Hyena-Exclusive-Color-Vinyl-LP-2571764_large.jpg?v=1647039792
Toxicity LP,System Of A Down,$29.99,//www.newburycomics.com/cdn/shop/products/System-Of-A-Down-Toxicity-Vinyl-LP-2355873_large.jpg?v=1539800687
Motorcycle.LPG Exclusive LP,"Slaughter Beach, Dog",$21.99,//www.newburycomics.com/cdn/shop/products/Slaughter-Beach-Dog-Motorcycle-Exclusive-Color-Vinyl-LP-2598239_large.jpg?v=1661808298
When God Was Great LP With Autographed Postcard,The Mighty Mighty Bosstones,$36.99,//www.newburycomics.com/cdn/shop/products/Mighty-Mighty-Bosstones-When-God-Was-Great-Vinyl-LP-Autographed-2509547_large.jpg?v=1620060292
Destroy The Machines Exclusive LP,Earth Crisis,$69.99,//www.newburycomics.com/cdn/shop/products/Earth-Crisis-Destroy-the-Machines-Exclusive-Color-Vinyl-LP-2413601_large.jpg?v=1582581949
The Dusk In Us Deluxe Exclusive 2LP (Neon Purple),Converge,$19.99,//www.newburycomics.com/cdn/shop/files/Converge-The-Dusk-in-Us-Deluxe-Exclusive-Color-Vinyl-2LP-2651038_large.jpg?v=1687804396
Heartbreak Weather LP,Niall Horan,$34.99,//www.newburycomics.com/cdn/shop/products/Niall-Horan-Heartbreak-Weather-Vinyl-LP-2444810_large.jpg?v=1636760207
When Broken Is Easily Fixed Exclusive LP,Silverstein,$69.99,//www.newburycomics.com/cdn/shop/products/Silverstein-When-Broken-Is-Easily-Fixed-Exclusive-Vinyl-LP-2309035_large.jpg?v=1527712733
Electronic-Universe Exclusive 2LP,Software,$14.99,//www.newburycomics.com/cdn/shop/products/Software-Electronic-Universe-Exclusive-Color-Vinyl-2LP-2510554_large.jpg?v=1647462947
Abbey Road 50th Anniversary LP,The Beatles,$37.99,//www.newburycomics.com/cdn/shop/products/The_Beatles-Abbey_Road_50th_Anniversary_LP-2416161_large.jpg?v=1569870551
Hard Light Exclusive LP With Autographed Postcard,Drop Nineteens,$19.99,//www.newburycomics.com/cdn/shop/files/Drop-Nineteens-Hard-Light-Exclusive-Color-Vinyl-LP-2657286_b2e4e118-162d-4e86-b43a-e5250957edc1_large.jpg?v=1701206345
GO:OD AM 2LP,Mac Miller,$49.99,//www.newburycomics.com/cdn/shop/products/Mac-Miller-GOOD-AM-Vinyl-2LP-2158693_large.jpg?v=1568143958
The New Reign Exclusive EP,Born Of Osiris,$24.99,//www.newburycomics.com/cdn/shop/products/Born-of-Osiris-New-Reign-Exclusive-Color-Vinyl-LP-2615534_large.jpg?v=1676331148
Sing The Sorrow: 20th Anniversary 2LP (Color),A.F.I.,$44.99,//www.newburycomics.com/cdn/shop/products/AFI-Sing_The_Sorrow_20th_Anniversary_2LP_Color-2630582_large.jpg?v=1678984611
Rev Exclusive LP,Reverend Horton Heat,$79.99,//www.newburycomics.com/cdn/shop/products/The-Reverend-Horton-Heat-Rev-Exclusive-Vinyl-2370797_large.jpg?v=1548789671
Thee Physical Exclusive LP,Pictureplane,$21.99,//www.newburycomics.com/cdn/shop/products/Pictureplane-Thee-Physical-Exclusive-Color-Vinyl-LP-2522613_large.jpg?v=1628790069
Licensed To Ill 30th Anniversary LP,Beastie Boys,$39.99,//www.newburycomics.com/cdn/shop/products/Beastie-Boys-Licensed-to-Ill-30th-Anniversary-180-gram-Vinyl-LP-2218031_large.jpg?v=1474558022
Jagged Little Pill LP,Alanis Morissette,$29.99,//www.newburycomics.com/cdn/shop/products/Alanis-Morissette-Jagged-Little-Pill-LP-Vinyl-1781951_large.jpeg?v=1437498312
DAMN. 2 LP,Kendrick Lamar,$49.99,//www.newburycomics.com/cdn/shop/products/Kendrick-Lamar-Damn-Vinyl-2-LP-2270358_large.jpg?v=1498591070
"Goodbyes 3"" Single",Post Malone,$5.99,//www.newburycomics.com/cdn/shop/products/Post-Malone-Goodbyes-Vinyl-3in-Single-2452687_large.jpg?v=1593798583
Fleetwood Mac-Greatest Hits LP,Fleetwood Mac,$31.99,//www.newburycomics.com/cdn/shop/products/Fleetwood-Mac-Greatest-Hits-LP-Vinyl-2011042_large.jpeg?v=1439238411
Blood Sugar Sex Magik 2 LP,Red Hot Chili Peppers,$49.99,//www.newburycomics.com/cdn/shop/products/Red-Hot-Chili-Peppers-Blood-Sugar-Sex-Magik-2LP-Vinyl-1653672_large.jpeg?v=1437498142
Retinal Bloom Exclusive LP With Autographed Postcard,The Scary Jokes,$9.99,//www.newburycomics.com/cdn/shop/files/The-Scary-Jokes-Retinal-Bloom-Exclusive-Color-Vinyl-LP-2621016_large.jpg?v=1684965621
Appetite For Destruction LP,Guns'N'Roses,$39.99,//www.newburycomics.com/cdn/shop/products/GunsNRoses-Appetite-For-Destruction-LP-Vinyl-1114044_large.jpeg?v=1437497666
II Exclusive LP (Blue),Meat Puppets,$54.99,//www.newburycomics.com/cdn/shop/products/Meat-Puppets-II-LP-Vinyl-2026194_large.jpeg?v=1437497052
The Wall 2 LP,Pink Floyd,$53.99,//www.newburycomics.com/cdn/shop/products/Pink-Floyd-Wall-2-LP-2211803_large.jpg?v=1481749939
Queen's Greatest Hits I 2 LP,Queen,$42.99,//www.newburycomics.com/cdn/shop/products/Queen-Greatest-Hits-I-180-Gram-Vinyl-2LP-2231437_large.jpg?v=1479832251
The Score  2 LP,Fugees,$39.99,//www.newburycomics.com/cdn/shop/products/Fugees-The-Score-2LP-Vinyl-1991992_large.jpeg?v=1437498671
An Introduction To... Elliott Smith Exclusive LP,Elliott Smith,$29.99,//www.newburycomics.com/cdn/shop/files/Elliott-Smith-An-Introduction-to-Elliott-Smith-Exclusive-Color-Vinyl-LP-2653117_large.jpg?v=1699301314
Been Here And Gone Exclusive LP,Thalia Zedek,$11.99,//www.newburycomics.com/cdn/shop/products/Thalia-Zedek-Been-Here-and-Gone-Exclusive-Color-Vinyl-LP-2527913_large.jpg?v=1629832338
Zeros LP (Autographed),Declan McKenna,$27.99,//www.newburycomics.com/cdn/shop/products/Declan-McKenna-Zeros-Vinyl-LP-Autographed-2454476_large.jpg?v=1665601598
Deltron 3030 Exclusive 2LP (Splatter),Deltron 3030,$29.99,//www.newburycomics.com/cdn/shop/files/Deltron-3030-Deltron-3030-Exclusive-Color-Vinyl-LP-2611370_large.jpg?v=1705077856
Holy Ghost Exclusive LP (Splatter),Modern Baseball,$19.99,//www.newburycomics.com/cdn/shop/files/Modern-Baseball-Holy-Ghost-Exclusive-Color-Vinyl-LP-2571684_large.jpg?v=1698935843
Afterburner LP,Dance Gavin Dance,$29.99,//www.newburycomics.com/cdn/shop/products/Dance-Gavin-Dance-Afterburner-Vinyl-LP-2447422_large.jpg?v=1591300897
Charli 2LP,Charli XCX,$35.99,//www.newburycomics.com/cdn/shop/products/Charli-XCX-Charli-Vinyl-Color-2LP-2412562_large.jpg?v=1570905414
The Low End Theory 2 LP,A Tribe Called Quest,$44.99,//www.newburycomics.com/cdn/shop/products/A-Tribe-Called-Quest-The-Low-End-Theory-2LP-Vinyl-0015414_large.jpeg?v=1437497253
honeybee table at the butterfly feast Exclusive LP,Teen Suicide,$11.99,//www.newburycomics.com/cdn/shop/products/Teen-Suicide-Honeybee-Table-at-the-Butterfly-Feast-Exclusive-Color-Vinyl-LP-2589925_large.jpg?v=1657572902
Lonerism  2 LP,Tame Impala,$44.99,//www.newburycomics.com/cdn/shop/products/Tame-Impala-Lonerism-2LP-Vinyl-1756438_6d823d0e-a67b-47d7-96df-8dd233482bb2_large.jpeg?v=1437498262
No Luck Exclusive LP With Autographed Postcard,Death Lens,$11.99,//www.newburycomics.com/cdn/shop/products/Death-Lens-No-Luck-Exclusive-Color-Vinyl-LP-2572970_large.jpg?v=1649282501
Something To Believe In Exclusive LP,APB,$5.99,//www.newburycomics.com/cdn/shop/products/APB-Something-to-Believe-In-Exclusive-Color-Vinyl-LP-2599084_large.jpg?v=1664831876
Lungs LP,Florence And The Machine,$36.99,//www.newburycomics.com/cdn/shop/products/Florence-and-The-Machine-Lungs-LP-Vinyl-1464333_large.jpeg?v=1437497935
Take Care 2 LP,Drake,$44.99,//www.newburycomics.com/cdn/shop/files/Drake-Take-Care-Vinyl-2LP-1623770_large.jpg?v=1705610734
"Awaken, My Love! LP",Childish Gambino,$35.99,//www.newburycomics.com/cdn/shop/products/Childish-Gambino-Awaken-My-Love-Vinyl-LP-2289914_large.jpg?v=1510248797
Chronicle  2 LP,Creedence Clearwater Revival,$35.99,//www.newburycomics.com/cdn/shop/products/Creedence-Clearwater-Revival-Chronicle-2LP-Vinyl-0695238_ec47fbab-a9ce-4c12-a940-956d1857fdb9_large.jpeg?v=1437497430
Are You Experienced LP,The Jimi Hendrix Experience,$26.99,//www.newburycomics.com/cdn/shop/products/Jimi-Hendrix-Are-You-Experienced-Vinyl-LP-2084332_large.jpg?v=1471374935
Depression Cherry LP,Beach House,$31.99,//www.newburycomics.com/cdn/shop/products/Beach-House-Depression-Cherry-Vinyl-LP-2134618_large.jpeg?v=1441748174
Innerstanding 2LP (Color) With Autographed Poster,Dhani Harrison,$67.99,//www.newburycomics.com/cdn/shop/files/Dhani-Harrison-Innerstanding-Vinyl-Color-2LP-Autographed-2671561_large.jpg?v=1696442187
Thickfreakness Exclusive LP,The Black Keys,$54.99,//www.newburycomics.com/cdn/shop/products/The-Black-Keys-Thickfreakness-LP-Vinyl-1896670_large.jpeg?v=1437497158
"Whatever People Say I Am, That's What I Am Not LP",Arctic Monkeys,$31.99,//www.newburycomics.com/cdn/shop/products/The-Arctic-Monkeys-Whatever-People-Say-Vinyl-LP-0741338_large.jpg?v=1480620464
Fear Inoculum 5LP Box Set,Tool,$79.99,//www.newburycomics.com/cdn/shop/products/Tool-Fear-Inoculum-Vinyl-5LP-Box-Set-2569472_large.jpg?v=1646344621
"This Is Boston, Not L.A. Exclusive LP (Tripped)",Various Artists,$39.99,//www.newburycomics.com/cdn/shop/products/Various-Artists-This-is-Boston-Not-L-A-Exclusive-Color-Vinyl-LP-Red-White-and-Blue-Tri-Color-2208054_large.jpg?v=1469042395
Lights Out Exclusive LP,Graveyard,$49.99,//www.newburycomics.com/cdn/shop/products/Graveyard-Lights-Out-LP-Vinyl-2090846_large.jpeg?v=1438114700
Electric Ladyland 2 LP,Jimi Hendrix,$39.99,//www.newburycomics.com/cdn/shop/products/Jimi-Hendrix-Electric-Ladyland-2LP-Vinyl-1374457_large.jpeg?v=1437497841
Sports Exclusive LP (Pinwheel),Modern Baseball,$24.99,//www.newburycomics.com/cdn/shop/files/Modern-Baseball-Sports-Exclusive-Color-Vinyl-LP-2635855_large.jpg?v=1697036891
The Divine Feminine 2LP,Mac Miller,$49.99,//www.newburycomics.com/cdn/shop/products/Mac-Miller-The-Devine-Feminine-Vinyl-2LP-2233466_large.jpg?v=1568143952
London Calling 2 LP,The Clash,$44.99,//www.newburycomics.com/cdn/shop/products/The-Clash-London-Calling-2LP-Vinyl-1899019_bd785eb3-f286-46a3-ba17-6d75e1d18bd1_large.jpeg?v=1437498503
The Lumineers LP,The Lumineers,$35.99,//www.newburycomics.com/cdn/shop/products/The-Lumineers-The-Lumineers-LP-Vinyl-1703257_large.jpeg?v=1437498207
Dear Love: A Beautiful Discord Exclusive LP,The Devil Wears Prada,$37.99,//www.newburycomics.com/cdn/shop/files/The-Devil-Wears-Prada-Dear-Love-A-Beautiful-Discord-Exclusive-Color-Vinyl-LP-2670601_large.jpg?v=1696524633
Queens Of The Circulating Library Exclusive LP,Coil,$11.99,//www.newburycomics.com/cdn/shop/files/Coil-Queens-of-the-Circulating-Library-Exclusive-Color-Vinyl-LP-2639036_large.jpg?v=1682544855
Suckerpunch Exclusive LP,Chloe Moriondo,$9.99,//www.newburycomics.com/cdn/shop/products/Chloe-Moriondo-Suckerpunch-Exclusive-Color-Vinyl-LP-2621948_large.jpg?v=1675456796
Sour LP,Olivia Rodrigo,$35.99,//www.newburycomics.com/cdn/shop/products/Olivia-Rodrigo-Sour-Vinyl-LP-2516215_large.jpg?v=1618595915
Love Me Forever Exclusive LP,Pinkshift,$19.99,//www.newburycomics.com/cdn/shop/products/Pink-Shift-Love-Me-Forever-Exclusive-Color-Vinyl-LP-2592346_large.jpg?v=1658438394
Dookie LP,Green Day,$31.99,//www.newburycomics.com/cdn/shop/products/Green-Day-Dookie-LP-Vinyl-1222193_large.jpeg?v=1437497734
Because The Internet 2LP,Childish Gambino,$49.99,//www.newburycomics.com/cdn/shop/products/Childish-Gambino-Because-The-Internet-Vinyl-2LP-2478371_large.jpg?v=1608419447
The Bible 2 Exclusive LP (Pink),AJJ,$24.99,//www.newburycomics.com/cdn/shop/products/AJJ-The-Bible-2-LP-Exclusive-Color-Vinyl-2207856_2b8ced7d-4642-4b16-a83c-04002944d0ac_large.jpg?v=1472053843
Rated R 2LP,Rihanna,$37.99,//www.newburycomics.com/cdn/shop/products/Rihanna-Rated-R-Vinyl-2LP-2248408_large.jpg?v=1647547015
how i'm feeling now LP (Color),Charli XCX,$29.99,//www.newburycomics.com/cdn/shop/products/Charli-XCX-how-im-feeling-now-LP-Color-Vinyl-2457663_large.jpg?v=1600361433
Turn On The Bright Lights  LP,Interpol,$29.99,//www.newburycomics.com/cdn/shop/products/Interpol-Turn-On-The-Bright-Lights-LP-Vinyl-1474028_large.jpeg?v=1437497953
Good News For People Who Like Bad News 2 LP,Modest Mouse,$44.99,//www.newburycomics.com/cdn/shop/products/Modest-Mouse-Good-News-For-People-Who-Like-Bad-News-2LP-Vinyl-0849825_large.jpeg?v=1437497493
Autotheism Exclusive LP,The Faceless,$24.99,//www.newburycomics.com/cdn/shop/products/The-Faceless-Autotheism-Exclusive-Color-Vinyl-LP-2615538_large.jpg?v=1674503103
Fearless: Taylor's Version 3LP (Color),Taylor Swift,$57.99,//www.newburycomics.com/cdn/shop/products/Taylor_Swift-Fearless_Taylors_Version_3LP_Color-2532168_large.jpg?v=1633102591
Hot Buttered Soul Exclusive LP (Gold),Isaac Hayes,$34.99,//www.newburycomics.com/cdn/shop/products/Isaac-Hayes-Hot-Buttered-Soul-LP-Vinyl-2064276_large.jpeg?v=1437496995
Wish You Were Here LP,Pink Floyd,$37.99,//www.newburycomics.com/cdn/shop/products/Pink-Floyd-Wish-You-Were-Here-Vinyl-LP-2224600_large.jpg?v=1545861351
Bleach LP,Nirvana,$31.99,//www.newburycomics.com/cdn/shop/products/Nirvana-Bleach-LP-Vinyl-0294372_large.jpeg?v=1437497341
No Heroes Exclusive LP (Galaxy),Converge,$14.99,//www.newburycomics.com/cdn/shop/files/Converge-No-Heroes-Exclusive-Vinyl-LP-2656737_large.jpg?v=1690219806
The Unraveling Of PUP The Band Exclusive LP (Autographed),PUP,$29.99,//www.newburycomics.com/cdn/shop/files/Pup-The-Unraveling-Of-Pup-The-Band-Exclusive-Color-Vinyl-LP-Autographed-2647656_large.jpg?v=1685987486
Quadrophenia 2LP,The Who,$15.99,//www.newburycomics.com/cdn/shop/products/The_Who-Quadrophenia_2LP-2439843_large.jpg?v=1583448165
